bill_no,intro,link,name,passed,second
"
                 15/2006
            ","
                  08.11.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060015.pdf?sfvrsn=4,Trade Marks (Amendment) Bill,"
                   22.01.2007
            ","
                   
            "
"
                 14/2006
            ","
                  08.11.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060014.pdf?sfvrsn=4,Statutes (Miscellaneous Amendments) Bill,"
                   22.01.2007
            ","
                   
            "
"
                 13/2006
            ","
                  08.11.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060013.pdf?sfvrsn=4,Banking (Amendment) Bill,"
                   22.01.2007
            ","
                   
            "
"
                 12/2006
            ","
                  09.03.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060012.pdf?sfvrsn=4,Moneylenders (Amendment) Bill,"
                   03.04.2006
            ","
                   
            "
"
                 11/2006
            ","
                  27.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060011.pdf?sfvrsn=4,Electricity (Amendment) Bill,"
                   03.04.2006
            ","
                   
            "
"
                 10/2006
            ","
                  27.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060010.pdf?sfvrsn=4,National Research Fund Bill,"
                   03.04.2006
            ","
                   
            "
"
                 09/2006
            ","
                  27.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060009.pdf?sfvrsn=4,Private Lotteries (Amendment) Bill,"
                   03.04.2006
            ","
                   
            "
"
                 08/2006
            ","
                  27.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060008.pdf?sfvrsn=4,Supply Bill,"
                   09.03.2006
            ","
                   
            "
"
                 07/2006
            ","
                  27.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060007.pdf?sfvrsn=4,Supplementary Supply (FY2005) Bill,"
                   09.03.2006
            ","
                   
            "
"
                 06/2006
            ","
                  13.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060006.pdf?sfvrsn=4,Central Provident Fund (Amendment) Bill,"
                   03.04.2006
            ","
                   
            "
"
                 05/2006
            ","
                  13.02.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060005.pdf?sfvrsn=4,Enlistment (Amendment) Bill,"
                   03.04.2006
            ","
                   
            "
"
                 04/2006
            ","
                  17.01.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060004.pdf?sfvrsn=4,Accountants (Amendment) Bill,"
                   14.02.2006
            ","
                   
            "
"
                 03/2006
            ","
                  16.01.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060003.pdf?sfvrsn=4,Casino Control Bill,"
                   14.02.2006
            ","
                   
            "
"
                 02/2006
            ","
                  16.01.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060002.pdf?sfvrsn=4,Mutual Assistance in Criminal Matters (Amendment) Bill,"
                   13.02.2006
            ","
                   
            "
"
                 01/2006
            ","
                  16.01.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060001.pdf?sfvrsn=4,Residential Property (Amendment) Bill,"
                   14.02.2006
            ","
                   
            "
"
                 40/2016	
            ","
                  09.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/active-mobility-bill-40-201681f71edbcb5f64e2b198ff00006af031.pdf?sfvrsn=0,Active Mobility Bill,"
                   10.01.2017
            ","
                   10.01.2017	
            "
"
                 39/2016	
            ","
                  07.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/the-kwong-wai-shiu-free-hospital-(transfer-of-undertaking-and-dissolution)-bill-39-2016.pdf?sfvrsn=0,The Kwong-Wai-Shiu Free Hospital (Transfer of Undertaking and Dissolution) Bill,"
                   03.04.2017
            ","
                   10.01.2017	
            "
"
                 38/2016	
            ","
                  07.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/civil-law-(amendment)-bill-38-2016.pdf?sfvrsn=0,Civil Law (Amendment) Bill,"
                   10.01.2017
            ","
                   10.01.2017	
            "
"
                 37/2016	
            ","
                  07.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/mediation-bill-37-2016.pdf?sfvrsn=0,Mediation Bill,"
                   10.01.2017	
            ","
                   10.01.2017	
            "
"
                 36/2016	
            ","
                  07.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/retirement-and-re-employment-(amendment)-bill-36-2016.pdf?sfvrsn=0,Retirement and Re-employment (Amendment) Bill,"
                   09.01.2017	
            ","
                   09.01.2017	
            "
"
                 35/2016
            ","
                  07.11.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/securities-and-futures-(amendment)-bill-35-2016.pdf?sfvrsn=0,Securities and Futures (Amendment) Bill,"
                   09.01.2017	
            ","
                   09.01.2017	
            "
"
                 34/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/income-tax-(amendment-no-3)-bill-34-2016.pdf?sfvrsn=0,Income Tax (Amendment No. 3) Bill,"
                   10.11.2016
            ","
                   07.11.2016	
            "
"
                 33/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/child-development-co-saving-(amendment-no-2)-bill-33-2016.pdf?sfvrsn=0,Child Development Co-Savings (Amendment No. 2) Bill,"
                   10.11.2016
            ","
                   07.11.2016	
            "
"
                 32/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/national-registration-(amendment)-bill-32-2016.pdf?sfvrsn=0,National Registration (Amendment) Bill,"
                   10.11.2016
            ","
                   07.11.2016	
            "
"
                 31/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/fire-safety-(amendment)-bill-31-2016.pdf?sfvrsn=0,Fire Safety (Amendment) Bill,"
                   10.11.2016
            ","
                   07.11.2016	
            "
"
                 30/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/telecommunications(amendment)-bill-30-2016.pdf?sfvrsn=0,Telecommunications (Amendment) Bill,"
                   07.11.2016	
            ","
                   07.11.2016	
            "
"
                 29/2016	
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/merchant-shipping-(maritime-labour-convention)-(amendment)bill-29-2016.pdf?sfvrsn=0,Merchant Shipping (Maritime Labour Convention) (Amendment) Bill,"
                   10.11.2016
            ","
                   07.11.2016
            "
"
                 28/2016
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/constitution-of-the-republic-of-singapore-(amendment)-bill-28-2016.pdf?sfvrsn=0,Constitution of the Republic of Singapore (Amendment) Bill,"
                   09.11.2016
            ","
                   07.11.2016	
            "
"
                 27/2016
            ","
                  10.10.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/credit-bureau-bill-27-2016.pdf?sfvrsn=0,Credit Bureau Bill,"
                   09.11.2016
            ","
                   09.11.2016
            "
"
                 26/2016	
            ","
                  13.09.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/central-provident-fund-(amendment-no-2)-bill-26-2016.pdf?sfvrsn=0,Central Provident Fund (Amendment No. 2) Bill,"
                   10.10.2016
            ","
                   10.10.2016
            "
"
                 25/2016	
            ","
                  15.08.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/consumer-protection-(fair-trading)-(amendment)-bill-25-2016.pdf?sfvrsn=0,Consumer Protection (Fair Trading) (Amendment) Bill,"
                   13.09.2016	
            ","
                   13.09.2016	
            "
"
                 24/2016	
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/skillsfuture-singapore-agency-bill-24-2016.pdf?sfvrsn=0,SkillsFuture Singapore Agency Bill,"
                   16.08.2016
            ","
                   15.08.2016	
            "
"
                 23/2016	
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/administration-of-justice-(protection)-bill-23-2016.pdf?sfvrsn=0,Administration of Justice (Protection) Bill,"
                   15.08.2016	
            ","
                   15.08.2016	
            "
"
                 22/2016	
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/government-technology-agency-bill-22-2016.pdf?sfvrsn=0,Government Technology Agency Bill,"
                   16.08.2016
            ","
                   15.08.2016
            "
"
                 21/2016	
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/info-communications-media-development-authority-bill-21-2016.pdf?sfvrsn=0,Info-communications Media Development Authority Bill,"
                   16.08.2016	
            ","
                   15.08.2016	
            "
"
                 20/2016	
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/employment-claims-bill-20-2016.pdf?sfvrsn=0,Employment Claims Bill,"
                   15.08.2016	
            ","
                   15.08.2016	
            "
"
                 19/2016
            ","
                  11.07.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/singapore-workforce-development-agency-(amendment)-bill-19-2016.pdf?sfvrsn=0,Singapore Workforce Development Agency (Amendment) Bill,"
                   16.08.2016
            ","
                   15.08.2016	
            "
"
                 18/2016
            ","
                  09.05.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/bretton-woods-agreements-(amendment)-bill-18-2016.pdf?sfvrsn=0,Bretton Woods Agreements (Amendment) Bill,"
                   11.07.2016	
            ","
                   11.07.2016	
            "
"
                 17/2016
            ","
                  14.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/child-development-co-savings-(amendment)-bill-17-2016.pdf?sfvrsn=0,Child Development Co-Savings (Amendment) Bill,"
                   09.05.2016	
            ","
                   09.05.2016	
            "
"
                 16/2016
            ","
                  14.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/income-tax-(amendment-no-2)-bill-16-2016.pdf?sfvrsn=0,Income Tax (Amendment No. 2) Bill,"
                   09.05.2016	
            ","
                   09.05.2016	
            "
"
                 15/2016	
            ","
                  14.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/statutes-(miscellaneous-amendments)-bill-15-2016.pdf?sfvrsn=0,Statutes (Miscellaneous Amendments) Bill,"
                   09.05.2016	
            ","
                   09.05.2016	
            "
"
                 14/2016	
            ","
                  04.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/choice-of-court-agreements-bill-14-2016.pdf?sfvrsn=0,Choice of Court Agreements Bill,"
                   14.04.2016	
            ","
                   14.04.2016	
            "
"
                 13/2016
            ","
                  04.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/final-supply-(fy-2015)-bill-13-2016.pdf?sfvrsn=0,Final Supply (FY 2015) Bill,"
                   14.04.2016	
            ","
                   14.04.2016	
            "
"
                 12/2016
            ","
                  04.04.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/supply-bill-122016.pdf?sfvrsn=0,Supply Bill,"
                   14.04.2016	
            ","
                   14.04.2016	
            "
"
                 11/2016	
            ","
                  29.02.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/mental-capacity-(amendment)-bill-11-2016.pdf?sfvrsn=0,Mental Capacity (Amendment) Bill,"
                   14.03.2016	
            ","
                   14.03.2016	
            "
"
                 10/2016	
            ","
                  29.02.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/tobacco-(control-of-advertisments-and-sale)-(amendment)-bill-10-2016.pdf?sfvrsn=0,Tobacco (Control of Advertisements and Sale) (Amendment) Bill,"
                   14.03.2016
            ","
                   14.03.2016
            "
"
                 09/2016
            ","
                  29.02.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/economic-expansion-incentives-(relief-from-income-tax)-(amendment)-bill-9-2016.pdf?sfvrsn=0,Economic Expansion Incentives (Relief from Income Tax) (Amendment) Bill,"
                   14.03.2016
            ","
                   14.03.2016
            "
"
                 08/2016
            ","
                  29.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/registration-of-criminals-(amendment)-bill-8-2016.pdf?sfvrsn=0,Registration of Criminals (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
"
                 07/2016
            ","
                  28.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/national-environment-agency(miscellaneous-amendments)bill-7-2016.pdf?sfvrsn=0,National Environment Agency (Miscellaneous Amendments) Bill,"
                   01.03.2016
            ","
                   29.02.2016	
            "
"
                 06/2016
            ","
                  26.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/women-charter-(amendment)-bill-6-2016.pdf?sfvrsn=0,Women's Charter (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
"
                 05/2016
            ","
                  26.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/pioneer-generation-fund-(amendment)-bill-5-2016.pdf?sfvrsn=0,Pioneer Generation Fund (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
"
                 04/2016
            ","
                  26.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/central-provident-fund-(amendment)-bill-4-2016.pdf?sfvrsn=0,Central Provident Fund (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
"
                 03/2016
            ","
                  25.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/income-tax-(amendment)-bill-3-2016.pdf?sfvrsn=0,Income Tax (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
"
                 02/2016
            ","
                  25.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/goods-and-services-tax-(amendment)-bill-2-2016.pdf?sfvrsn=0,Goods and Services Tax (Amendment) Bill,"
                   29.02.2016
            ","
                   29.02.2016
            "
"
                 01/2016
            ","
                  25.01.2016
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/banking-(amendment)-bill-1-2016.pdf?sfvrsn=0,Banking (Amendment) Bill,"
                   29.02.2016	
            ","
                   29.02.2016	
            "
